Listing_ID,Type,Address,Price,Price_Per_M2,Area,Rooms,Bathrooms,Floor,Year_Built,Finish,View,Payment_Method,Seller_Type,Amenities,Description,Link
EG-6889670,Penthouse,https://aqarmap.com.eg/en/listing/6889670 projects zizinia mostakbal,"7,020,000 EGP","39,000 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Garden",N/A,https://aqarmap.com.eg/en/listing/6889670-projects-zizinia-mostakbal/
EG-6889667,Penthouse,https://aqarmap.com.eg/en/listing/6889667 projects zizinia mostakbal,"7,000,000 EGP","50,000 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Garden",N/A,https://aqarmap.com.eg/en/listing/6889667-projects-zizinia-mostakbal/
EG-6889664,Penthouse,https://aqarmap.com.eg/en/listing/6889664 projects zizinia mostakbal,"7,140,000 EGP","53,284 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Garden",N/A,https://aqarmap.com.eg/en/listing/6889664-projects-zizinia-mostakbal/
EG-6889167,Unknown,cairo el sheikh zayed city lhy lsb shr,"8,484,000 EGP","84,000 EGP/M²",101 m²,1 rooms,1 bathroom,Ground,2030,N/A,Main Street,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6889167-for-sale-cairo-el-sheikh-zayed-city-lhy-lsb-shr/
EG-6889262,Penthouse,https://aqarmap.com.eg/en/listing/6889262 projects hyde park central,"26,890,000 EGP","123,917 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889262-projects-hyde-park-central/
EG-6889267,Penthouse,https://aqarmap.com.eg/en/listing/6889267 projects hyde park central,"50,140,000 EGP","189,208 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889267-projects-hyde-park-central/
EG-6889255,Penthouse,https://aqarmap.com.eg/en/listing/6889255 projects hyde park central,"14,650,000 EGP","97,667 EGP/M²",N/A,N/A,N/A,5,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889255-projects-hyde-park-central/
EG-6889266,Penthouse,https://aqarmap.com.eg/en/listing/6889266 projects hyde park central,"52,670,000 EGP","198,755 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889266-projects-hyde-park-central/
EG-6889259,Penthouse,https://aqarmap.com.eg/en/listing/6889259 projects hyde park central,"25,520,000 EGP","120,377 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889259-projects-hyde-park-central/
EG-6889251,Penthouse,https://aqarmap.com.eg/en/listing/6889251 projects hyde park central,"10,980,000 EGP","96,316 EGP/M²",N/A,N/A,N/A,3,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889251-projects-hyde-park-central/
EG-6889254,Penthouse,https://aqarmap.com.eg/en/listing/6889254 projects hyde park central,"13,090,000 EGP","87,267 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889254-projects-hyde-park-central/
EG-6889252,Penthouse,https://aqarmap.com.eg/en/listing/6889252 projects hyde park central,"15,000,000 EGP","114,504 EGP/M²",N/A,N/A,N/A,7,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889252-projects-hyde-park-central/
EG-6889263,Penthouse,https://aqarmap.com.eg/en/listing/6889263 projects hyde park central,"29,950,000 EGP","138,018 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889263-projects-hyde-park-central/
EG-6889260,Penthouse,https://aqarmap.com.eg/en/listing/6889260 projects hyde park central,"31,940,000 EGP","150,660 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889260-projects-hyde-park-central/
EG-6889265,Penthouse,https://aqarmap.com.eg/en/listing/6889265 projects hyde park central,"36,100,000 EGP","166,359 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889265-projects-hyde-park-central/
EG-6889244,Penthouse,https://aqarmap.com.eg/en/listing/6889244 projects hyde park central,"10,540,000 EGP","94,107 EGP/M²",N/A,N/A,N/A,7,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889244-projects-hyde-park-central/
EG-6889250,Penthouse,https://aqarmap.com.eg/en/listing/6889250 projects hyde park central,"9,860,000 EGP","86,491 EGP/M²",N/A,N/A,N/A,3,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889250-projects-hyde-park-central/
EG-6889240,Penthouse,https://aqarmap.com.eg/en/listing/6889240 projects hyde park central,"10,240,000 EGP","110,108 EGP/M²",N/A,N/A,N/A,8,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889240-projects-hyde-park-central/
EG-6889245,Penthouse,https://aqarmap.com.eg/en/listing/6889245 projects hyde park central,"10,510,000 EGP","93,839 EGP/M²",N/A,N/A,N/A,7,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889245-projects-hyde-park-central/
EG-6889248,Penthouse,https://aqarmap.com.eg/en/listing/6889248 projects hyde park central,"10,520,000 EGP","92,281 EGP/M²",N/A,N/A,N/A,8,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889248-projects-hyde-park-central/
EG-6889242,Penthouse,https://aqarmap.com.eg/en/listing/6889242 projects hyde park central,"10,130,000 EGP","100,297 EGP/M²",N/A,N/A,N/A,5,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889242-projects-hyde-park-central/
EG-6889239,Penthouse,https://aqarmap.com.eg/en/listing/6889239 projects hyde park central,"8,950,000 EGP","96,237 EGP/M²",N/A,N/A,N/A,8,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889239-projects-hyde-park-central/
EG-6889241,Penthouse,https://aqarmap.com.eg/en/listing/6889241 projects hyde park central,"9,500,000 EGP","94,059 EGP/M²",N/A,N/A,N/A,4,N/A,N/A,Main Street,Cash or Installments,N/A,Security,N/A,https://aqarmap.com.eg/en/listing/6889241-projects-hyde-park-central/
EG-6889857,Duplex,cairo new cairo el yassamin el yasmeen 7 el shaikh hassan mamoun st,"11,000,000 EGP","50,000 EGP/M²",220 m²,4 rooms,2 bathroom,2,2025,N/A,Garden,Cash,Broker,"Water Meter, Natural Gas, Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6889857-for-sale-cairo-new-cairo-el-yassamin-el-yasmeen-7-el-shaikh-hassan-mamoun-st/
EG-6889812,Apartment,cairo el haram el talbya el mostashfa st,"1,500,000 EGP","11,538 EGP/M²",130 m²,3 rooms,1 bathroom,N/A,N/A,N/A,Main Street,Cash,Broker,Balcony,N/A,https://aqarmap.com.eg/en/listing/6889812-for-sale-cairo-el-haram-el-talbya-el-mostashfa-st/
EG-6896714,Unknown,cairo new cairo el banafsg el banafsag omarat al gabri st,"19,300,000 EGP","301,563 EGP/M²",64 m²,N/A,N/A,N/A,2028,N/A,Side Street,Installments,Developer,"Security, Parking",N/A,https://aqarmap.com.eg/en/listing/6896714-for-sale-cairo-new-cairo-el-banafsg-el-banafsag-omarat-al-gabri-st/
EG-6896716,Apartment,cairo new cairo compounds lakeview residence,"37,799,999 EGP","135,000 EGP/M²",280 m²,4 rooms,4 bathroom,3,2026,N/A,Lake,Cash,Developer,"Elevator, Water Meter, Security, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896716-for-sale-cairo-new-cairo-compounds-lakeview-residence/
EG-6889439,Apartment,cairo new cairo compounds gardenia hights abo el hawl abo el hawl 3,"1,800,000 EGP","18,947 EGP/M²",95 m²,1 rooms,2 bathroom,1,2024,N/A,Main Street,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6889439-for-sale-cairo-new-cairo-compounds-gardenia-hights-abo-el-hawl-abo-el-hawl-3/
EG-6896469,Apartment,cairo new cairo lmstqbl syty compounds green square,"5,500,000 EGP","32,738 EGP/M²",168 m²,3 rooms,3 bathroom,4,2026,N/A,Garden,Cash,Developer,"Elevator, Security, Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896469-for-sale-cairo-new-cairo-lmstqbl-syty-compounds-green-square/
EG-6889380,Penthouse,https://aqarmap.com.eg/en/listing/6889380 projects hyde park signature,"43,120,000 EGP","179,667 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Garden",N/A,https://aqarmap.com.eg/en/listing/6889380-projects-hyde-park-signature/
EG-6889157,Apartment,cairo new cairo ganob el akadamiya south academy d khaled ibn el waleed st,"8,250,000 EGP","41,250 EGP/M²",200 m²,3 rooms,2 bathroom,1,2025,N/A,Garden,Cash,Broker,"Water Meter, Natural Gas, Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6889157-for-sale-cairo-new-cairo-ganob-el-akadamiya-south-academy-d-khaled-ibn-el-waleed-st/
EG-6607318,Unknown,cairo new cairo el kornfol el kornfol 1,"17,000,000 EGP","28,333 EGP/M²",600 m²,5 rooms,4 bathroom,N/A,2023,N/A,Garden,Cash or Installments,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6607318-for-sale-cairo-new-cairo-el-kornfol-el-kornfol-1/
EG-6889375,Penthouse,https://aqarmap.com.eg/en/listing/6889375 projects hyde park signature,"15,110,000 EGP","102,095 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Garden,Cash or Installments,N/A,"Security, Garden",N/A,https://aqarmap.com.eg/en/listing/6889375-projects-hyde-park-signature/
EG-6889373,Penthouse,https://aqarmap.com.eg/en/listing/6889373 projects hyde park signature,"15,680,000 EGP","105,946 EGP/M²",N/A,N/A,N/A,2,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Garden",N/A,https://aqarmap.com.eg/en/listing/6889373-projects-hyde-park-signature/
EG-6889379,Penthouse,https://aqarmap.com.eg/en/listing/6889379 projects hyde park signature,"32,820,000 EGP","152,651 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Garden",N/A,https://aqarmap.com.eg/en/listing/6889379-projects-hyde-park-signature/
EG-6889381,Penthouse,https://aqarmap.com.eg/en/listing/6889381 projects hyde park signature,"43,150,000 EGP","179,792 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Garden",N/A,https://aqarmap.com.eg/en/listing/6889381-projects-hyde-park-signature/
EG-6889378,Penthouse,https://aqarmap.com.eg/en/listing/6889378 projects hyde park signature,"31,300,000 EGP","145,581 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Garden",N/A,https://aqarmap.com.eg/en/listing/6889378-projects-hyde-park-signature/
EG-6889376,Penthouse,https://aqarmap.com.eg/en/listing/6889376 projects hyde park signature,"24,270,000 EGP","124,462 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Garden",N/A,https://aqarmap.com.eg/en/listing/6889376-projects-hyde-park-signature/
EG-6889383,Penthouse,https://aqarmap.com.eg/en/listing/6889383 projects hyde park signature,"46,130,000 EGP","172,127 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Garden",N/A,https://aqarmap.com.eg/en/listing/6889383-projects-hyde-park-signature/
EG-6889377,Penthouse,https://aqarmap.com.eg/en/listing/6889377 projects hyde park signature,"28,600,000 EGP","146,667 EGP/M²",N/A,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Garden",N/A,https://aqarmap.com.eg/en/listing/6889377-projects-hyde-park-signature/
EG-6889366,Penthouse,https://aqarmap.com.eg/en/listing/6889366 projects hyde park signature,"12,780,000 EGP","103,065 EGP/M²",N/A,N/A,N/A,3,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Garden",N/A,https://aqarmap.com.eg/en/listing/6889366-projects-hyde-park-signature/
EG-6889360,Penthouse,https://aqarmap.com.eg/en/listing/6889360 projects hyde park signature,"10,840,000 EGP","100,370 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Garden",N/A,https://aqarmap.com.eg/en/listing/6889360-projects-hyde-park-signature/
EG-6889365,Penthouse,https://aqarmap.com.eg/en/listing/6889365 projects hyde park signature,"13,910,000 EGP","112,177 EGP/M²",N/A,N/A,N/A,3,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Garden",N/A,https://aqarmap.com.eg/en/listing/6889365-projects-hyde-park-signature/
EG-6887289,Apartment,cairo new cairo compounds el patio oro,"10,999,999 EGP","52,381 EGP/M²",210 m²,3 rooms,3 bathroom,2,2020,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887289-for-sale-cairo-new-cairo-compounds-el-patio-oro/
EG-6895330,Apartment,cairo el sheikh zayed city bait el watan phase 7 el takmelya,"6,120,000 EGP","34,000 EGP/M²",180 m²,3 rooms,3 bathroom,Ground,2027,N/A,Corner,Cash or Installments,Developer,Garden,N/A,https://aqarmap.com.eg/en/listing/6895330-for-sale-cairo-el-sheikh-zayed-city-bait-el-watan-phase-7-el-takmelya/
EG-6887244,Apartment,cairo new cairo el banafsg el banafsag 3,"8,500,000 EGP","38,636 EGP/M²",220 m²,3 rooms,2 bathroom,1,2025,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887244-for-sale-cairo-new-cairo-el-banafsg-el-banafsag-3/
N/A,Apartment,cairo new administrative capital r5 garden city compound city edge,"4,000,000 EGP",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Garden,N/A,https://aqarmap.com.eg/en/listing/6887151-for-sale-cairo-new-administrative-capital-r5-garden-city-compound-city-edge/
EG-6887185,Villa,cairo new cairo compounds kmbwnd dh fyldj blm hylz,"9,000,000 EGP","60,000 EGP/M²",150 m²,2 rooms,2 bathroom,2,2020,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887185-for-sale-cairo-new-cairo-compounds-kmbwnd-dh-fyldj-blm-hylz/
EG-6895326,Apartment,cairo el sheikh zayed city bait el watan phase 7 el takmelya,"6,630,000 EGP","34,000 EGP/M²",195 m²,3 rooms,3 bathroom,3,2027,N/A,Corner,Cash or Installments,Developer,N/A,N/A,https://aqarmap.com.eg/en/listing/6895326-for-sale-cairo-el-sheikh-zayed-city-bait-el-watan-phase-7-el-takmelya/
EG-6887229,Apartment,cairo new cairo el banafsg el banafsag 7 abdullah mosalamy st,"10,500,000 EGP","42,000 EGP/M²",250 m²,3 rooms,2 bathroom,1,2024,N/A,Side Street,Cash,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6887229-for-sale-cairo-new-cairo-el-banafsg-el-banafsag-7-abdullah-mosalamy-st/
EG-6887052,Apartment,cairo new administrative capital mntq lmstthmryn blw fyrt,"12,000,000 EGP","61,224 EGP/M²",196 m²,3 rooms,3 bathroom,3,2027,N/A,Main Street,Cash or Installments,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony",N/A,https://aqarmap.com.eg/en/listing/6887052-for-sale-cairo-new-administrative-capital-mntq-lmstthmryn-blw-fyrt/
EG-6887040,Unknown,cairo new cairo lrhb city phase 1 ahmed rami st,"4,250,000 EGP","47,222 EGP/M²",90 m²,2 rooms,1 bathroom,N/A,N/A,N/A,Garden,Cash,Broker,"Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6887040-for-sale-cairo-new-cairo-lrhb-city-phase-1-ahmed-rami-st/
EG-6887049,Unknown,cairo new cairo ganob el akadamiya south academy d khaled ibn el waleed st,"8,250,000 EGP","43,421 EGP/M²",190 m²,3 rooms,2 bathroom,N/A,N/A,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887049-for-sale-cairo-new-cairo-ganob-el-akadamiya-south-academy-d-khaled-ibn-el-waleed-st/
EG-6886978,Villa,cairo el sheikh zayed city lshykh zyd ljdyd,"7,348,000 EGP","32,228 EGP/M²",228 m²,4 rooms,3 bathroom,N/A,2030,N/A,Garden,Cash or Installments,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6886978-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd/
EG-6887927,Apartment,cairo new cairo compounds the icon gardens compound style home,"6,300,000 EGP","36,000 EGP/M²",175 m²,3 rooms,2 bathroom,2,2025,N/A,N/A,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887927-for-sale-cairo-new-cairo-compounds-the-icon-gardens-compound-style-home/
EG-6887376,Duplex,cairo new cairo el lotus lotus south,"6,500,000 EGP","20,313 EGP/M²",320 m²,4 rooms,4 bathroom,Ground,2026,N/A,Side Street,Cash or Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6887376-for-sale-cairo-new-cairo-el-lotus-lotus-south/
EG-6887340,Roof,cairo new cairo compounds kmbwnd fyldj jyt blm hylz,"10,288,888 EGP","48,995 EGP/M²",210 m²,3 rooms,3 bathroom,3,2020,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887340-for-sale-cairo-new-cairo-compounds-kmbwnd-fyldj-jyt-blm-hylz/
EG-6887537,Villa,cairo new cairo compounds tiba,"32,000,000 EGP","84,211 EGP/M²",380 m²,5 rooms,6 bathroom,N/A,2024,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887537-for-sale-cairo-new-cairo-compounds-tiba/
EG-6887954,Apartment,cairo new administrative capital r3 jade park compound city edge,"7,566,000 EGP","56,887 EGP/M²",133 m²,2 rooms,3 bathroom,3,2029,N/A,Main Street,Cash or Installments,Broker,"Elevator, Natural Gas, Security, Balcony",N/A,https://aqarmap.com.eg/en/listing/6887954-for-sale-cairo-new-administrative-capital-r3-jade-park-compound-city-edge/
EG-6887003,Villa,cairo new cairo madinaty lmntq lkhms fylt group 22,"22,000,000 EGP","115,183 EGP/M²",191 m²,3 rooms,3 bathroom,N/A,2024,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887003-for-sale-cairo-new-cairo-madinaty-lmntq-lkhms-fylt-group-22/
EG-6887619,Villa,cairo new cairo el narges el narges 6 kaeb ebn malek st,"7,750,000 EGP","38,750 EGP/M²",200 m²,3 rooms,3 bathroom,N/A,N/A,N/A,Corner,Cash,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6887619-for-sale-cairo-new-cairo-el-narges-el-narges-6-kaeb-ebn-malek-st/
EG-6886970,Villa,cairo el sheikh zayed city compounds,"7,854,000 EGP","30,208 EGP/M²",260 m²,4 rooms,3 bathroom,N/A,2030,N/A,Garden,Cash or Installments,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6886970-for-sale-cairo-el-sheikh-zayed-city-compounds/
EG-6887319,Duplex,cairo new cairo el banafsg el banafsag 12,"10,500,000 EGP","35,000 EGP/M²",300 m²,3 rooms,3 bathroom,Ground,2024,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887319-for-sale-cairo-new-cairo-el-banafsg-el-banafsag-12/
EG-6887309,Apartment,cairo new cairo compounds el patio oro,"8,000,000 EGP","62,500 EGP/M²",128 m²,2 rooms,2 bathroom,2,2020,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887309-for-sale-cairo-new-cairo-compounds-el-patio-oro/
EG-6887912,Apartment,cairo new administrative capital r8 ravie compound captain,"7,072,000 EGP","34,000 EGP/M²",208 m²,3 rooms,4 bathroom,2,2030,N/A,Main Street,Installments,Broker,"Elevator, Security, Balcony",N/A,https://aqarmap.com.eg/en/listing/6887912-for-sale-cairo-new-administrative-capital-r8-ravie-compound-captain/
EG-6886985,Apartment,cairo new cairo madinaty eighth zone buildings madinaty b 8,"10,500,000 EGP","61,765 EGP/M²",170 m²,"Apartment for sale, first occupancy in Madinaty 170 sq m Company finishes 4th floor with elevator 3 bedrooms 3 bathrooms Reception Kitchen In the most desirable phase of Madinaty, B8 Close to all services Garden view Advertiser code: mss","Apartment for sale, first occupancy in Madinaty 170 sq m Company finishes 4th floor with elevator 3 bedrooms 3 bathrooms Reception Kitchen In the most desirable phase of Madinaty, B8 Close to all services Garden view Advertiser code: mss",4,2025,N/A,Garden,Cash,Broker,"Elevator, Garden",N/A,https://aqarmap.com.eg/en/listing/6886985-for-sale-cairo-new-cairo-madinaty-eighth-zone-buildings-madinaty-b-8/
EG-6887306,Roof,cairo new cairo el narges el narges 3 soliman azabi st,"5,500,000 EGP","26,190 EGP/M²",210 m²,3 rooms,2 bathroom,3,2024,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887306-for-sale-cairo-new-cairo-el-narges-el-narges-3-soliman-azabi-st/
EG-6887230,Villa,cairo new cairo compounds kmbwnd fyldj jyt blm hylz,"6,200,000 EGP","68,889 EGP/M²",90 m²,1 rooms,1 bathroom,Ground,2020,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887230-for-sale-cairo-new-cairo-compounds-kmbwnd-fyldj-jyt-blm-hylz/
EG-6887170,Duplex,cairo new cairo el ahyaa third neighborhood street 16,"8,000,000 EGP","30,189 EGP/M²",265 m²,3 rooms,3 bathroom,1,2017,N/A,Main Street,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887170-for-sale-cairo-new-cairo-el-ahyaa-third-neighborhood-street-16/
EG-6887120,Penthouse,cairo new cairo compounds kmbwnd fyldj jyt blm hylz,"13,000,000 EGP","59,091 EGP/M²",220 m²,Furnished Penthouse 3rooms sale village gate palm hills new cairo,3 bathroom,3,2020,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6887120-for-sale-cairo-new-cairo-compounds-kmbwnd-fyldj-jyt-blm-hylz/
EG-6887109,Apartment,cairo new administrative capital r7 armonia,"5,600,000 EGP","47,863 EGP/M²",117 m²,2 rooms,2 bathroom,3,2027,N/A,Main Street,Cash or Installments,Broker,"Elevator, Water Meter, Security, Swimming Pool, Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6887109-for-sale-cairo-new-administrative-capital-r7-armonia/
EG-6886793,Apartment,cairo new cairo ganob el akadamiya south academy d khaled ibn el waleed st,"8,250,000 EGP","41,250 EGP/M²",200 m²,3 rooms,2 bathroom,N/A,N/A,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6886793-for-sale-cairo-new-cairo-ganob-el-akadamiya-south-academy-d-khaled-ibn-el-waleed-st/
EG-6887001,Apartment,cairo new administrative capital r7 armonia,"6,805,799 EGP","35,081 EGP/M²",194 m²,3 rooms,2 bathroom,5,2026,N/A,Pool,Cash or Installments,Broker,"Elevator, Security, Swimming Pool, Balcony",N/A,https://aqarmap.com.eg/en/listing/6887001-for-sale-cairo-new-administrative-capital-r7-armonia/
EG-6887000,Apartment,cairo new administrative capital r7 armonia,"6,805,799 EGP","35,081 EGP/M²",194 m²,3 rooms,2 bathroom,5,2026,N/A,Pool,Cash or Installments,Broker,"Elevator, Security, Swimming Pool, Balcony",N/A,https://aqarmap.com.eg/en/listing/6887000-for-sale-cairo-new-administrative-capital-r7-armonia/
EG-6886933,Apartment,cairo new administrative capital mntq lmstthmryn blw fyrt,"6,772,000 EGP","47,028 EGP/M²",144 m²,2 rooms,2 bathroom,3,2027,N/A,Garden,Cash or Installments,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6886933-for-sale-cairo-new-administrative-capital-mntq-lmstthmryn-blw-fyrt/
